demo_name,gold_sop,0_rubric_eval_explanation,0_rubric_eval_score,1_rubric_eval_explanation,1_rubric_eval_score,rubric
203 @ 2024-01-13-06-37-19,"Get the purchase date and order id of the most recent pending order
1. Click “SALES” in the dark gray column on the left hand side of the page
2. Click “Orders” in the pop up menu
3. Click “Filters”, located to the left of the “Default View” button
4. Click “Status” under the bolded text “Status”
5. Click “Pending” in the pop-up menu
6. Click “Apply Filters” on the bottom right of the screen
7. Click “Purchase Date” to sort the table from oldest to most recent
8. Click “Purchase Date” to sort the table from most recent to oldest
9. Get the purchase date and order id from the most recent pending order","Element Specification: The SOP provides detailed descriptions and locations for each UI element, such as 'SALES' button in the dark gray column and 'Status' criteria box under the bolded text 'Status' (1). Action Type: The SOP uses appropriate action verbs like Click, which are allowed by the rubric (1). Edge Case Coverage: The SOP does not address any potential edge cases, such as what to do if the 'Pending' option is not visible or if the table does not load (0). Discrete Action: Each step in the SOP contains only one discrete action, adhering to the rubric's requirements (1). Action Relevance: All actions are relevant to the task of finding the most recent pending order's purchase date and order ID (1). Generality: The SOP is general and does not overfit to specific screen sizes or window configurations, though it could improve by suggesting to scroll if the table is not fully visible (0).",4.0,"Element Specification: Each element in the SOP is well specified with clear descriptions and locations, earning a score of 1. Action Type: The SOP uses appropriate action verbs such as 'Click' consistently, which aligns with the rubric, earning a score of 1. Edge Case Coverage: The SOP effectively addresses potential edge cases, such as visibility issues and pre-existing conditions of UI elements, earning a score of 1. Discrete Action: Each step in the SOP contains only one discrete action, adhering to the rubric's requirements, earning a score of 1. Action Relevance: All actions are relevant to the task of filtering and sorting orders, directly contributing to achieving the task's goal, earning a score of 1. Generality: The SOP is general enough to apply in various scenarios without being overly specific to certain configurations or screen sizes, earning a score of 1.",5.0,"{'0': 4.0, '1': 5.0}"
147 @ 2024-01-08-02-17-03,"What is the size configuration of the picture frame I bought 2022
1. Click on the ""My Account"" link at the top of the page. It can be found in the upper navigation bar. If it is not immediately in view, scroll to the top of the page to find it.
2. Click on the ""My Orders"" tab. This tab is situated in the light gray column on the left-hand side of the page.
3. Scroll through the order list and start identifying orders from the year 2022. To navigate through your orders, use the pagination controls located directly below the order table at the bottom of the page. These controls include page numbers and next page arrows. If the first page does not contain orders from 2022 or if you need to view more orders, click on the "">"" (next page) button situated to the right of the page numbers. This action will take you to the subsequent page of your order history.
4. Once you find an order placed in 2022, identify it by the date listed in the ""Date Placed"" column. Then, click on the blue ""View Order"" link located in the ""Action"" column of the respective order row. This link will allow you to view detailed information about that specific order.
5. Within the order details page, scroll down to review all items included in the order. You are looking for an item that is described as a picture frame. The description and items are under the ""Items Ordered"" section of the page.
6. If the order contains a picture frame, note the size of the picture frame. The size is typically mentioned in the format (e.g., ""8x10 inches"").
7. In case the order does not contain a picture frame, or after noting the size of the picture frame, navigate back to the ""My Orders"" section by clicking on the ""My Orders"" tab again, located in the light gray column on the left-hand side of the page. Repeat steps until all orders have been checked. After reviewing all 2022 orders, if no picture frame items were found, your task is complete. If one or more picture frames were found, ensure you have noted down the size of each frame as required.","The SOP provided is overly repetitive and inefficient, leading to a low score. Element Specification: The SOP does well in specifying elements and their locations, earning a 1. Action Type: The SOP uses appropriate action types (Click, Scroll), earning a 1. Edge Case Coverage: The SOP does not address any potential edge cases such as what to do if an order is not found or if the page fails to load, earning a 0. Discrete Action: The SOP often combines actions in a single step, such as scrolling and then clicking without breaking these into discrete steps, earning a 0. Action Relevance: The actions are relevant to the task, but the process is inefficient and could be streamlined, earning a 0.5. Generality: The SOP is not general; it is overly specific to navigating through many orders without considering more efficient search or filter methods, earning a 0.",2.5,"The SOP provided has several strengths and weaknesses based on the rubric. Element Specification: The SOP does well in specifying elements and their locations, such as 'My Account' link in the header and 'My Orders' link in the sidebar, scoring a 1. Action Type: The SOP correctly uses actions like 'Click', 'Scroll', and 'Type', scoring a 1. Edge Case Coverage: The SOP lacks any mention of handling edge cases, such as what to do if elements are not visible or pages do not load, scoring a 0. Discrete Action: The SOP generally adheres to one action per step, but some steps could be split for clarity, scoring a 0.5. Action Relevance: The actions are relevant to navigating and inspecting orders, scoring a 1. Generality: The SOP is overly specific to navigating through pages repeatedly without explaining the need for such repetition, which could confuse the generality, scoring a 0.5. Overall, the SOP scores moderately well in element specification and action type but falls short in handling edge cases and maintaining generality.",3.0,"{'0': 2.5, '1': 3.0}"
47 @ 2023-12-31-18-24-54,"Today is 6/12/2023. Tell me how many fulfilled orders I have over the past month, and the total amount of money I spent.

1. Click on the blue ""My Account"" link at the top of the page. It is the first link you see at the top of the screen and is at the left of the blue ""My Wish List"" link.
2. Click on the ""My Orders"" tab in the light gray column on the leftmost side of the page. The tab is below the highlighted ""My Account"" tab and above the ""My Downloadable Products"" tab.
3. Scroll down to the next page button for the order table, which is a button with a right arrow head. The button is located directly below the order table and to the right of the blue page numbers.
4. Click the next page button. This displays the portion of the user's order table containing information on orders within the desired date range, between 5/12/2023 (1 month before today) and 6/12/2023 (today), the status of those orders, located in the ""Status"" column of each order's row, and the order totals, located in the ""Order Total"" column of each order's row.
5. Keep track of the orders that have the ""Date"" value inside the period mentioned. Consider only the orders with ""Complete"" in the ""Status"" column. The ""Date"" column is the second column and ""Status"" is the fourth column.","Element Specification: The SOP provides some location details such as 'the first blue option from the very top ""My Account""' and 'From the left sidebar, click the second option ""My Orders""'. However, it lacks detailed descriptions of the icons or additional identifying features that could help in locating these elements more precisely. Score: 0.5. Action Type: The SOP uses appropriate action verbs like 'Click' and 'state', which are valid according to the rubric. Score: 1. Edge Case Coverage: The SOP does not address any potential edge cases, such as what to do if the 'My Account' or 'My Orders' options are not visible or if the data is not displayed as expected. Score: 0. Discrete Action: The SOP mixes actions and outcomes in step 3, where it instructs to 'state how many fulfilled orders I have over the past month, and the total amount of money I spent', without detailing the actions needed to obtain this information. Score: 0. Action Relevance: The actions are relevant to the task of finding the number of fulfilled orders and the total amount spent. However, step 3 lacks clarity on the specific actions to perform within the 'My Orders' section to extract the required data. Score: 0.5. Generality: The SOP does not provide steps that are generalizable. It assumes the user knows how to navigate within 'My Orders' to find the specific data, which might not be the case on different interfaces or settings. Score: 0.",2.0,"Element Specification: Each element in the SOP is well specified with descriptive names and locations, such as 'My Account' in the header and 'My Orders' in the sidebar (1). Action Type: The SOP uses appropriate action verbs like 'Click' and 'Scroll', which are within the allowed actions (1). Edge Case Coverage: The SOP addresses an edge case where the orders might not be visible on the current page and instructs to click the 'Next' page button (1). Discrete Action: Each step in the SOP contains only one discrete action, adhering to the requirement (1). Action Relevance: All actions are relevant to the task of viewing orders from the past month (1). Generality: The SOP is general enough and does not overfit to specific window sizes or screens, making it applicable in various scenarios (1).",5.0,"{'0': 2.0, '1': 5.0}"
114 @ 2024-01-13-05-31-58,"Show me the customers who have expressed dissatisfaction with Antonia racer tank
1. Click on the “CATALOG” button. This button is located in the dark gray column on the left-hand side of the page. It's directly above the “Customers” button and below the “Sales” button, identifiable by an icon resembling a shipping box.
2. Click on “Products” in the popup menu. You'll find this option under the “Catalog” heading, situated near the top of the list. This action will direct you to the page listing all products.
3. Click into the search box located at the top of the products table. The search box is directly above the first product row and below the page title “Products”. It's marked by a magnifying glass icon on the right side.
4. Type in the name of the product we are looking for into the search box, in this case it is “Antonia racer tank”. Before typing, ensure that the box is empty to avoid mixing your search term with any existing text.
5. Press Enter. This action will filter the product list based on your search term.
6. Click on the product name “Antonia racer tank” located in the “Name” column. The “Name” column is the first column on the left of the table. If multiple entries appear, identify the correct product by its image or SKU (Stock Keeping Unit) number listed alongside the name.
7. Scroll down to the “Product Reviews” section. This section is located towards the bottom of the product detail page, below the product specifications and images. If the “Product Reviews” section is not immediately visible, continue scrolling until you find it.
8. Click on the “Product Reviews” heading to expand its contents. The heading is usually an expandable section accordion, which might require you to look for a small arrow or plus sign indicating that the section can be expanded.
9. Scroll through the reviews in the expanded “Product Reviews” section to find any expressions of dissatisfaction. Pay special attention to the “Title” and “Review” columns for keywords like ""disappointed,"" ""unhappy,"" ""returning,"" etc., which can indicate dissatisfaction. For reviews expressing dissatisfaction, note the name of the user provided in the review. The full name might not be available so nickname will also suffice.
10. If further identification is needed, click on the blue “Edit” link located in the rightmost column of the row containing the review of interest. This option might not lead to more detailed information about the user but is worth checking. The “Edit” link allows access to the review's detailed view, which may contain additional information about the reviewer and their review. After noting the necessary information, click on the “Back” button to return to the list of product reviews. The “Back” button is typically located near the top of the page, to the left of the “Delete Review” button. Continue analyzing the reviews to complete the task as needed.","Element Specification: The SOP provides detailed locations and descriptions for each UI element, such as 'Click on the “CATALOG” button in the dark gray column on the left hand side of the page.' (1). Action Type: The SOP uses appropriate action verbs like Click, Type, Press, Scroll, which are all valid according to the rubric (1). Edge Case Coverage: The SOP does not address potential edge cases such as what to do if the product or reviews are not found (0). Discrete Action: The SOP mostly adheres to one action per step, but steps like 18 and 19 repeat actions unnecessarily, indicating a lack of clarity or redundancy (0). Action Relevance: All actions are relevant to the task of finding and reviewing customer dissatisfaction (1). Generality: The SOP is generally applicable, but it includes steps that are repeated unnecessarily (steps 11-20), which could confuse the user and does not adapt to different scenarios where steps might be streamlined (0).",3.0,"Element Specification: Each element in the SOP is well specified with clear descriptions and locations, such as 'CATALOG menu item located in the left sidebar navigation' and 'text field labeled Search by keyword located above the product data grid' (Score: 1). Action Type: The SOP uses appropriate action verbs like Click, Type, Press, and Scroll, which are all valid according to the rubric (Score: 1). Edge Case Coverage: The SOP addresses potential edge cases, such as what to do if the 'Product Reviews' section is already expanded (Score: 1). Discrete Action: Each step in the SOP contains only one discrete action, adhering to the rubric's requirement (Score: 1). Action Relevance: All actions are relevant to the task of managing product reviews, specifically targeting reviews expressing dissatisfaction (Score: 1). Generality: The SOP is general enough and does not overfit to specific screen sizes or window configurations, making it applicable in various scenarios (Score: 1). Overall, the SOP meets all the criteria of the rubric effectively.",5.0,"{'0': 3.0, '1': 5.0}"
118 @ 2024-01-08-01-14-57,"I have jaw bruxism problem, show me something that could alleviate the problem
1. Click on the the search bar, which is typically positioned at the top right-hand corner of the page. It's a long rectangular box that has a magnifying glass icon on its right side. The search bar is usually labeled with text such as ""Search here..."" or ""Type to search"".
2. Type in your search query into the search bar text box. In this case we search for ""jaw bruxism"". This phrase is chosen to maximize the relevance of search results related to products that can alleviate symptoms of jaw bruxism, such as mouthguards, night guards, or relief creams. Ensure the search bar is clear before typing. If there is any pre-existing text in the search bar, click the ""Delete"" or key on your keyboard until the search bar is empty. This ensures your search is accurate and only includes the desired keywords.
3. Press Enter to execute the search. Alternatively, you can click on the magnifying glass icon next to the search bar (if present) to perform the search.
4. Scroll to review the search results. The website will display a page with a list of products that potentially alleviate jaw bruxism. This page may include images, product names, prices, and brief descriptions for each item. If a relevant product is not on the first page look for pagination controls, usually found at the bottom of the search results. These controls may include page numbers or ""Next"" and ""Previous"" buttons. Click on these controls as necessary to navigate through the search results until you find a product that meets the request.
5. Click on the product for more details. This page will provide comprehensive information about the product, including its features, benefits, user reviews, and purchasing options. Ensure the product is one that addresses the problem provided in the request.","Element Specification: The SOP provides clear descriptions of the UI elements, such as 'search bar, located at the top, right hand side of the page' and 'first product in the search results'. Score: 1. Action Type: The SOP uses appropriate action verbs like 'Click', 'Type', and 'Press'. Score: 1. Edge Case Coverage: The SOP does not address any potential edge cases, such as what to do if the search yields no results or if the product is not visible. Score: 0. Discrete Action: Each step in the SOP contains only one discrete action, which is good practice. Score: 1. Action Relevance: All actions are relevant to the task of finding a product to alleviate jaw bruxism. Score: 1. Generality: The SOP is somewhat general but could improve by not specifying the exact product name in step 4, as this may vary. Score: 0. Overall, the SOP scores well on element specification, action type, discrete action, and action relevance but falls short on edge case coverage and generality.",4.0,"Element Specification: The SOP provides clear descriptions and locations for UI elements such as the search bar and the product image, scoring 1. Action Type: The SOP uses appropriate action verbs like 'Click', 'Type', 'Press', and 'Scroll', scoring 1. Edge Case Coverage: The SOP addresses a potential edge case where the user might not see the product grid and instructs to scroll down, scoring 1. Discrete Action: Each step in the SOP contains only one discrete action, scoring 1. Action Relevance: All actions are relevant to the task of finding a product related to 'jaw bruxism', scoring 1. Generality: The SOP is general enough, not overfitting to specific screen sizes or configurations, scoring 1. Based on the rubric, each item meets the criteria, justifying a high score.",5.0,"{'0': 4.0, '1': 5.0}"
1 @ 2023-12-25-15-44-04,"What is the top-1 best-selling brand in Quarter 1 2022?

1. Click on the ""Reports"" button on the far lefthand sidebar. It has an icon which looks like a chart. It should be located directly above the ""Stores"" button and below the ""Content"" button. 
2. In the popup menu that appears, click on the ""Bestsellers"" link to go to the ""Bestsellers Report"" page. The link should be located under the ""Products"" section.
3. Click on the ""From"" textbox to focus it. It should be located directly underneath the ""Period"" field.
4. Type in the first day of our desired time period, which in this case is ""01/01/2022""
5. Click on the ""To"" textbox to focus it. It should be located directly underneath the ""From"" field.
6. Type in the last day of our desired time period, which in this case is ""03/31/2022""
7. Click on the orange ""Show Report"" button, which can be found on the top right of the page, in order to generate our best-selling product report.
8. The best-selling products will appear in a table at the bottom of the page. Scroll down through each row of the report until you reach the bottom of the page. While scrolling, keep track of which brand has the sold the greatest quantity. The quantity for each product is found in the “Order Quantity"" column of the bestsellers table, on the right hand side of the page. The name of the product, containing information on the brand of the item, is found in the Product column of the Bestsellers table.
9. The product brand that has the greatest total order quantity is the best selling product brand in quarter 1 2022.","Element Specification: The SOP provides clear descriptions of where each UI element is located, such as 'Reports' button on the left and 'Bestsellers' under the 'Products' section. Score: 1. Action Type: The SOP uses appropriate action verbs like 'Click', 'Type', and 'Scroll', which are all valid according to the rubric. Score: 1. Edge Case Coverage: The SOP mentions to 'Scroll down so all information is visible', addressing a potential visibility issue. However, it does not cover what to do if the 'From' or 'To' boxes are not empty before typing. Score: 0.5. Discrete Action: Each step in the SOP contains only one action, adhering to the requirement of discrete actions per step. Score: 1. Action Relevance: All actions are relevant to the task of finding the best-selling brand, such as setting the correct dates and viewing the report. Score: 1. Generality: The SOP is general enough, applicable to any user interface layout, though it could improve by specifying more about potential variations in layout or additional navigation tips. Score: 0.5. Overall, the SOP is well-structured but could improve in handling more edge cases and enhancing generality.",4.0,"Element Specification: Each element in the SOP is well specified with clear descriptions and locations, earning a score of 1. Action Type: The SOP uses appropriate action verbs such as 'Click', 'Type', and 'Scroll', which are all valid according to the rubric, earning a score of 1. Edge Case Coverage: The SOP includes an edge case for not seeing the 'Show Report' button and instructs to scroll up, earning a score of 1. Discrete Action: Each step in the SOP contains only one discrete action, earning a score of 1. Action Relevance: All actions are relevant to the task of generating and viewing a report, earning a score of 1. Generality: The SOP is general enough, not overfitting to specific screen sizes or window configurations, earning a score of 1.",5.0,"{'0': 4.0, '1': 5.0}"
42 @ 2024-01-13-05-03-47,"List the top 2 search terms in my store.

1. Scroll down until you see the ""Top Seach Terms"" table. It is at the left of the screen, at the right of the brown side bar, below the ""Last Search Terms"" table. The table contains 3 columns: ""Seach Term"", ""Results"" and ""Uses"".
2. Keep track of the first two ""Search Term"" rows of the ""Top Search Terms"" table. The table is sorted by number of uses, so the first two rows will be the top 2 search terms.
","Element Specification: The SOP mentions specific elements like 'table with the bolded title “Top Search Terms”' and 'Search Term column', which are well described. Score: 1. Action Type: The SOP uses appropriate action verbs like 'Scroll', 'Observe'. Score: 1. Edge Case Coverage: The SOP does not address any potential edge cases, such as what to do if the table is not visible or if the page does not load correctly. Score: 0. Discrete Action: The SOP combines observation and identification of search terms into one step, which could be more clearly separated into discrete actions. Score: 0. Action Relevance: The actions described are relevant to the task of identifying the top search terms. Score: 1. Generality: The SOP does not depend on specific window sizes or screen resolutions, but it lacks instructions on what to do if the table is not immediately visible (e.g., if further scrolling is needed). Score: 0. Overall, the SOP scores well on element specification, action type, and action relevance but falls short on addressing edge cases, separating actions into discrete steps, and ensuring generality.",3.0,"Element Specification: The SOP specifies the 'Dashboard' page and 'Top Search Terms' table, providing a relative location by mentioning the 'Last Search Terms' table. Score: 1. Action Type: The SOP uses 'Scroll' as the action type, which is acceptable under the rubric. Score: 1. Edge Case Coverage: The SOP addresses the potential issue of not seeing the 'Top Search Terms' table and provides a solution to scroll past another specific table. Score: 1. Discrete Action: The SOP contains only one discrete action per step, which is to scroll down the page. Score: 1. Action Relevance: The action is relevant as it directs the user to find the 'Top Search Terms' table, which is presumably related to the task. Score: 1. Generality: The SOP is general enough, instructing to scroll until the table is visible without specifying exact scroll distances or screen sizes. Score: 1. Overall, the SOP meets all the criteria effectively, though it is a simple task with limited complexity.",5.0,"{'0': 3.0, '1': 5.0}"
235 @ 2024-01-01-00-13-13,"Get the order number of my most recent order 
1. Click on the ""My Account"" button. This button is found at the top right-hand corner of the homepage. If you cannot see it immediately, scroll to the very top of the homepage to bring it into view.
2. Click on ""My Orders"" in the sidebar menu on the left side of the screen. This option is usually positioned towards the top of the list. The sidebar is a light grey to make it identifiable from the rest of the page.
3. Scroll to identify the most recent order. To identify the order number of your most recent order, look at the first row of the table under the ""Order #"" column. We can expect the orders to be in chronological order, with the most recent order displayed first. This means the most recent order should be the first order in the list.","Element Specification: The SOP provides clear descriptions and locations for UI elements such as the 'My Account' button and the 'My Orders' section, scoring 1. Action Type: The SOP uses appropriate action verbs like 'Click' and 'Look', which are within the specified action types, scoring 1. Edge Case Coverage: The SOP does not address any potential edge cases, such as what to do if the 'My Orders' section is not visible or if the orders are not loading, scoring 0. Discrete Action: Each step in the SOP contains only one action, adhering to the requirement for discrete actions per step, scoring 1. Action Relevance: All actions are relevant to the task of finding the most recent order number, scoring 1. Generality: The SOP is general enough and does not overfit to specific screen sizes or window configurations, scoring 1. Overall, the SOP scores well in most categories but lacks in addressing potential edge cases.",4.2,"Element Specification: The SOP provides clear descriptions and locations for each UI element, such as 'My Account' link in the header and 'My Orders' link in the sidebar, scoring 1. Action Type: The SOP uses appropriate action verbs like 'Click' and 'Scroll', which are within the specified action types, scoring 1. Edge Case Coverage: The SOP addresses potential visibility issues by instructing to scroll if elements are not visible, scoring 1. Discrete Action: Each step in the SOP contains only one discrete action, adhering to the rubric's requirement, scoring 1. Action Relevance: All actions are relevant to the task of viewing the most recent order number, scoring 1. Generality: The SOP is general enough, instructing users to scroll to find elements without specifying exact distances or assuming a particular screen size, scoring 1.",5.0,"{'0': 4.2, '1': 5.0}"
163 @ 2024-01-13-17-57-52,"What are the main criticisms of this product? Please extract the relevant sentences.
1. Click on the link labeled as ""x Reviews"", where ""x"" is the number of reviews on the product. The link can be found directly to the right of the star rating of the product. This action will redirect you to a section of the page dedicated to customer reviews.
2. Scroll through all of the customer reviews, identifying the criticisms of the product and extracting relevant sentences. The reviews criticizing the product are expected to be lower ratings, probably around 1-3 stars. Pay special attention to recurring themes or specific features that receive consistent negative feedback. These are the criticisms you're tasked to extract. As you identify relevant sentences or phrases that highlight these criticisms, make note of them separately. This could involve writing them down or copying them to a separate document for reporting purposes. If the number of reviews exceeds the initial page view, you may need to navigate through additional reviews to continue your task. Look for page navigation buttons, usually found at the bottom of the reviews section, marked with symbols like '>' or 'Next.' These buttons allow you to move through the review pages sequentially. If the reviews are not exhaustive on the first page, click on these navigation buttons to access more reviews. Ensure that all reviews left on the product are analyzed.","Element Specification: The SOP provides some location details such as 'below the product name' and identifies buttons like '>', but it lacks detailed localization for all UI elements (0). Action Type: The SOP uses appropriate action verbs like 'Click', 'Scroll', and 'Extract', which are within the specified action types (1). Edge Case Coverage: The SOP does not address any potential edge cases, such as what to do if the '12 Reviews' button is not visible or if reviews do not contain criticisms (0). Discrete Action: The SOP mostly adheres to one discrete action per step, although step 2 combines scrolling and extracting, which could be separated for clarity (0). Action Relevance: The actions are relevant to the task of extracting criticisms from reviews (1). Generality: The SOP does not overfit to a specific screen size or window, but it lacks general instructions on how to identify criticisms within the reviews, assuming user knowledge on what constitutes a criticism (0).",2.0,"Element Specification: The SOP provides specific locations and descriptions for UI elements such as 'link labeled with the review count' and 'Page Next' link with a '>' icon, scoring 1. Action Type: The SOP uses appropriate action verbs like 'Click' and 'Scroll', which are within the allowed actions, scoring 1. Edge Case Coverage: The SOP addresses a potential edge case with the visibility of the 'Page Next' button, scoring 1. Discrete Action: Each step in the SOP contains only one action, adhering to the requirement for discrete actions, scoring 1. Action Relevance: All actions are relevant to navigating and interacting with customer reviews, scoring 1. Generality: The SOP does not overfit to specific screen sizes or window configurations, maintaining a general approach suitable for various users, scoring 1.",5.0,"{'0': 2.0, '1': 5.0}"
63 @ 2023-12-27-00-04-48,"Which customer(s) has completed the second most number of orders in the entire history?

1. Click on the “REPORTS” button in the dark gray column on the left hand side of the page. The button has a bar plot as symbol and is below the ""CONTENT"" button and above the ""STORES"" button.
2. Click on “Order Count” in the pop up menu, located under the heading “Customers”. The option is below the ""Order Total"" option and above the ""New"" option.
3. In the ""From"" field, click on the calendar icon. This field is the first field from the left and is just above the records table.
4. From the calendar, click on the dropdown menu corresponding to the month selection. This dropdown menu is the one at the left in the pop up calendar menu and has the abreviation of a month written in it.
5. In the gray list showing all the available months, click on the entry corresponding to January, which has the text ""Jan"" on it.
6. From the calendar, click on the dropdown menu corresponding to the year selection. This dropdown menu is the one at the right in the pop up calendar menu.
7. In the gray list showing all the available years, scroll up until you find the first entry. This entry corresponds to the year 1923. Click on that entry.
8. Click on the day ""1"" on the calendar menu. This will select the date January 1st, 1923.
9. In the ""To"" field, click on the calendar icon. This field is the second field from the left and is just above the records table. This field is at the right of the ""From"" field.
10. From the calendar, click on the dropdown menu corresponding to the month selection. This dropdown menu is the one at the left in the pop up calendar menu and has the abreviation of a month written in it.
11. In the gray list showing all the available months, click on the entry corresponding to the current month.
12. From the calendar, click on the dropdown menu corresponding to the year selection. This dropdown menu is the one at the right in the pop up calendar menu.
13. In the gray list showing all the available years, scroll down until you find the current year. Click on that entry.
14. Click on the day that corresponds to the current date on the calendar menu. This will select the current date as the ""To"" date.
15. Click on the ""Show By"" dropdown menu, located directly to the right of the text “Show By:”. This dropdown menu is at the left of the gray ""Refresh"" button, above the records table.
16. Click on “Year” in the dropdown menu. It is the third entry and is below the ""Month"" option.
17. click on the gray ""Refresh"" button at the right of the ""Show By"" dropdown menu. This button is above the records table.
18. Scroll down through all records. Keep track of how many total orders each customer has made. The customer can be identified by their name, located in the second column of the data table. The number of orders they made on a given occasion is given in the ""Orders"" column of the data table. this column is the third one.
19. The customer with the second greatest total number of orders has completed the second most orders in the history of the store.
","Element Specification: The SOP provides clear locations for most UI elements such as 'Reports' in the left bar, 'Order Count' under the 'Customers' tab, and specific dropdowns. However, it lacks detailed descriptions for some elements like the 'Refresh' button location. Score: 0.5. Action Type: All actions mentioned are appropriate ('Click', 'Select'). Score: 1. Edge Case Coverage: The SOP does not address any potential edge cases such as what to do if the calendar does not load or if the '1923' year is not available. Score: 0. Discrete Action: Each step contains only one action, which is good practice. Score: 1. Action Relevance: All actions are relevant to the task of finding the customer with the second most orders. Score: 1. Generality: The SOP is quite general but assumes that the earliest year will always be '1923', which may not be true in all cases. Score: 0.5. Overall, the SOP is fairly well structured but lacks in addressing edge cases and some element specifications could be more detailed.",4.0,"Element Specification: The SOP provides clear descriptions and locations for each UI element, such as 'Reports' icon in the sidebar and 'Order Count' link under the 'Customers' section (1). Action Type: The SOP uses appropriate action verbs like Click, Scroll, which are allowed by the rubric (1). Edge Case Coverage: The SOP addresses an edge case in step 7, instructing to scroll up if '1923' is not visible (1). Discrete Action: Each step in the SOP contains only one discrete action, adhering to the rubric's requirement (1). Action Relevance: All actions are relevant to the task of setting a date range and refreshing the report, such as selecting 'Jan' for the month and '1923' for the year (1). Generality: The SOP is general enough, not overfitting to specific screen sizes or window configurations, and uses general instructions like 'Scroll down the page' (1).",5.0,"{'0': 4.0, '1': 5.0}"
125 @ 2023-12-27-12-53-48,"What is the price range of teeth grinding mouth guard in the One Stop Market?
1. Click on ""Advanced Search"" link. It is located directly below the main search bar at the top right corner of the homepage. If you do not see the ""Advanced Search"" link immediately, scroll up to the top of the page.
2. Click on the ""Product Name"" input field. This box is designated for typing specific search queries related to the product's name.
3. Type the name of the product we are interested in searching for into the ""Product Name"" box, in this case it is ""mouth guard"".
4. Click on the ""Description"" input field to bring it into focus. This box is for additional search keywords that describe the product. It is positioned directly below the ""Product Name"" box.
5. Type ""teeth grinding"" into the ""Description"" box. We do this because we expect ""teeth grinding"" to appear in the description of relevant products for this task.
6. Press the ""Enter"" key to submit the search query. Alternatively, look for a button labeled ""Search"" at the end of the input fields and click it.
7. Click the ""Sort By"" dropdown menu to expand it and reveal sorting options. This feature can be found above the listed products. If it's not immediately visible, scroll up the page to bring it into view.
8. Select ""Price"" from the list to sort the search results by price. This action helps in identifying the price range by starting with the lowest or highest priced items. Initially, the products might be sorted in ascending order by price (lowest first). Scroll through the product listings until you see the price of the item listed as the cheapest option. Take note of this price, as it represents the lower end of the price range.
9. Press the sorting arrow icon that is directly to the right of the ""Sort By"" dropdown menu. This button will change the sorting order to descending (highest price first).
10. Scroll again through the product listings to identify the price of the item listed as the most expensive option. Note this price, as it represents the upper end of the price range. The range is determined by the lowest and highest prices observed.","Element Specification: The SOP provides clear descriptions and locations for UI elements such as the 'Advanced Search' button and 'Product Name' box, scoring 1. Action Type: The SOP uses appropriate action verbs like 'Click', 'Enter', and 'Select', scoring 1. Edge Case Coverage: The SOP does not address any potential edge cases, such as what to do if the 'mouth guard' does not appear or if the page layout changes, scoring 0. Discrete Action: Each step in the SOP contains only one discrete action, scoring 1. Action Relevance: All actions are relevant to finding the price range of the specified product, scoring 1. Generality: The SOP is generally applicable but does not mention any adjustments for different screen sizes or layouts, which could be considered a slight lack of generality, scoring 0.5.",4.5,"Element Specification: The SOP provides clear descriptions and locations for each UI element, such as 'Advanced Search' below the search bar and 'Sort By' dropdown menu above the product list (1). Action Type: The SOP uses appropriate action verbs like Click, Type, and Click on the dropdown menu, adhering to the specified action types (1). Edge Case Coverage: The SOP does not address any potential edge cases, such as what to do if the 'Advanced Search' link is not visible or if the dropdown does not load (0). Discrete Action: Each step in the SOP contains only one discrete action, which aligns with the rubric requirements (1). Action Relevance: All actions are relevant to the task of searching and sorting products based on specific criteria like 'mouth guard' and 'teeth grinding' (1). Generality: The SOP is general enough and does not overfit to specific screen sizes or window configurations, making it applicable in various scenarios (1).",4.2,"{'0': 4.5, '1': 4.2}"
